from,to,distance
2473249,1719806584,13.474480842461123
2473249,5638510398,9.6710326324788
2473249,1719806491,16.058945695985223
2473249,5156848180,12.137663544892899
2473254,7285437492,12.446014857196731
2473254,7285437543,4.244997199334421
2473254,12817013439,23.162365681963006
2473254,268010960,30.097431831279096
2473262,7176297054,18.21163294856338
2473262,267477041,18.902728459635746
2473262,4412874215,99.48775920831747
2473267,4412874196,14.275716559892798
2473267,267475946,106.46426621197472
2473267,4412871926,159.5096913620643
2473268,4420801904,6.175542213067534
2473268,3089707725,29.00883569804002
2473268,4420802091,7.278045768064691
2473268,267477552,24.782241190961408
2473272,7192076090,5.337911406067548
2473292,12852464820,4.018337776167142
2473292,1306491181,42.30074880258096
2473292,246843531,74.61587181638671
2473293,1348241748,14.110215146484972
2491461,2515506677,13.459893404229009
2491461,4412871926,12.729841527208215
2491461,6533552109,75.77112978190591
2883196,6058175414,109.17185564093587
2883196,312860219,10.035664805861177
2883196,270053768,77.95965324270998
2883199,5846923082,7.20060454186971
2883199,5846923083,4.197930005664812
2883199,6062816701,313.62214190191014
2883199,5846923487,117.73938010207779
6714795,7187505418,92.44670364646004
6714799,1349515749,16.069127407560035
6714802,11920365831,31.342917243292273
6714806,4533907380,6.461795505794844
6714806,4533907464,261.6899318668072
6714806,4533907517,37.82281729351846
8435977,268226094,65.30176872914936
8435977,7212768503,26.32163273445356
8435977,9971534244,32.2519355780356
8435979,13056011230,80.40446071671953
8435979,300447350,98.52362627314267
8435979,300447350,124.79156254440038
8435979,4656464405,128.72291312751966
8435983,5956803386,6.934340629557928
8435983,3899899919,76.982933652498
8435983,300432733,156.33050042391145
8435985,268228210,10.566181537838379
8435985,7211559949,10.430551155662416
8435985,7211559797,7.020870144381036
8435987,275809300,14.624652677253689
8435987,1635663340,12.673536255827408
8435987,11166905923,93.18516536104285
8435990,6283108130,8.030415907035843
8435990,275776100,42.15475530273437
8435990,13057630172,7.771626509062468
8436006,274307357,40.940871662140076
8436006,5213831381,37.385736528686145
8436006,12698752335,36.381789239676905
8436012,9853146987,12.582288149391093
8436012,9985035846,103.8122418274829
8436012,7288952637,7.335619449302227
8436012,7288952610,4.029588996884454
8436014,4585572234,25.046692450159423
8436014,8198650865,7.35324413739954
8436014,4585572125,25.346211469019643
8436014,1837770802,21.486554494690978
8436014,13015338420,24.8244632756932
8436016,12472699384,50.25335924896542
8436016,5814560862,9.020911645606787
8436016,5814560867,11.098305505386238
8436016,973063724,89.884901122576
8436017,269022986,21.239731113205206
8436017,7295010604,29.269063750040363
8436017,269023027,43.7468857701647
8436017,5814624043,9.902203819452648
8436019,7185317562,36.45123329448757
8436019,8436020,13.379057316352434
8436019,5814624041,79.79323948735772
8436020,4447858720,39.88726391807346
8436020,8436019,13.379057316352434
8436020,4447857365,7.5966063876777845
8436020,5814624040,75.30370197165502
8436021,6020666981,89.84304767977562
8436021,7182509749,6.516302474327409
8436021,7182509792,9.147843977920214
8436023,5243423444,4.749922023954547
8436023,2445814488,17.34577323924163
8436023,4633311762,10.379515298323744
8436029,4559051733,6.266016533361085
8436029,8531206516,94.99597984565784
8436029,4559052146,37.217255291099
8436030,4559051733,48.40906123063627
8436030,4559051902,5.445609954842723
8436030,5364888094,62.13588835050181
8436031,7176918419,9.073482792050457
8436103,6281587248,9.678379748920506
8436103,6865683107,53.45360137578049
8436103,5212530629,25.591341228285685
8436103,6281587251,49.33919557172067
8436591,4559051932,7.427386026782864
8436591,3106629669,11.09093646982355
8436591,4559051954,28.816402379004614
8436592,1719791877,72.20208164906508
8436592,4559052115,39.30579581680428
8436592,3367935114,40.86454349782327
8436594,1719791877,25.707133718856177
8436594,260241815,33.33429084759722
8436594,8436595,15.504971388567748
8436595,3390092894,12.854162162364492
8436595,588454629,12.518727420052775
8436595,8436594,15.504971388567748
8436599,4447858707,7.418349267116899
8436599,268491548,71.83692979693043
8436599,4447857371,107.3162013171512
8436599,4447857366,7.8451287247476476
8436600,4540843595,7.681995033763776
8436600,4540843486,12.401583248808075
8436600,4540843603,8.884272300022573
8436600,269022668,64.58698584311738
8436627,269301779,28.30816676829268
8436627,4743803797,86.1297899556094
8436627,269301738,145.89179730639916
8436636,4411559738,7.31166860773854
8436636,4540843688,8.511709030605907
8436636,7185275501,165.13210114063773
8436636,4411559758,7.422323508768299
8436638,4447857367,7.368589838771305
8436638,4411559793,8.885501203118906
8436638,13464086873,39.74228542056849
8436638,4411559784,7.467157545097852
8436639,4447858689,5.6188004918465
8436639,5814560864,7.349678198295039
8436639,4447858698,8.298878265662262
8436639,1270566934,103.189963223776
8436640,4411559756,9.755259715843644
8436640,4540843603,114.92711667388468
8436640,4411559796,8.69000160775708
8436640,4411559769,9.614520054140769
8436807,11042130886,5.7451009189913504
10370001,292636521,203.6279517776575
10370001,4606480031,48.058292255558044
10370001,7171900664,128.29430548970544
10370001,292636583,255.25154721387935
14391407,4459463972,3.30549547599357
14391407,4459464135,48.19840886992829
14391407,11032116110,7.354476831568669
14391409,5725638679,7.941459235860489
14391409,12528928448,32.2445687888321
14391409,13188278733,10.28951785703019
14391409,4513943771,5.590187305123189
14392513,3999041152,19.06167684583832
14392513,5953465122,11.885180514809669
14392513,5951824674,58.50209614073465
14392513,5951824674,58.70050571195668
14392515,2333114425,11.164620491438951
14392515,4585892729,19.027854967041094
14392515,5953465126,8.79354599626216
14392515,4608454534,38.04803187351706
14392517,7212731262,1.300375674036497
14392517,12501666424,3.578337175723494
14392517,7289123668,2.4646360065210176
14392517,12501666442,62.77838828388836
14392519,12501412678,4.087097174188672
14392519,12501412674,99.58134960586821
14392519,12501412684,26.019672783944838
14392521,12501412691,3.9655792776524854
14392521,12501412693,7.707330975880646
14392521,7289123620,3.574143651923283
14392521,12501412690,10.672116278976496
14392522,4608454838,7.668719769221272
14392522,10225231869,68.51439398632188
14392522,4608454568,7.355907912037174
14392522,4608454543,10.893749181023749
14392527,11173788083,15.817455534039693
14392527,275758175,4.607336805664767
14392527,4608454554,18.792247404889785
14392528,11173788083,30.539902689391873
14392528,11173762823,5.808858802926074
14392528,11173762822,5.797769177140196
14392528,5281967121,119.52092245361646
14392529,4534308725,37.09843543710413
14392529,4534308552,8.91505349589621
14392529,4608454838,71.04315495404602
14392532,14392542,90.44208936782958
14392541,12501412687,3.6769883896997766
14392541,7212731262,92.977888070056
14392541,12501412690,107.57601617390385
14392542,14392532,90.44208936782958
14392542,12501412687,79.6907503074255
14392542,4608454839,21.642720279233323
14392543,4608454543,145.07530724938894
14392543,7289123620,30.92889590349777
14392543,7289123486,146.18810897781213
14392547,4534308308,15.357644311563385
14392547,275795490,199.1164299549369
14392547,4534308370,102.37158998862424
14392721,4641814046,39.32323363031952
14392721,7211559972,112.54727948096121
14392721,275776103,86.8944321324465
14392724,4535957426,38.62203939256664
14392724,296187190,66.70607460781251
14392724,7251589776,80.18151087270545
14392727,7294917564,3.9749980439831427
14392731,6106616310,7.7270956922727825
14392731,4578221073,3.847692591379505
14392731,4578221079,16.25088155318246
14392732,11250734244,10.76137352888747
14392732,4535957524,40.68014117799608
14392732,917907,40.15802879352523
14392733,4535957354,6.494632195657846
14392733,4535957501,6.417224795504153
14392733,296187174,40.11651945808607
14392735,4535957433,6.959221462559717
14392735,4535957523,6.121850425234126
14392735,4535957501,71.90497269005346
14392735,4535957376,6.234300243260015
14392737,6113341851,3.702097869850239
14392737,5540302187,44.01398047734796
14392737,4594281372,116.84247718451005
16777303,3105060668,45.90992277127926
16777315,3730541624,384.87244965915636
16777379,5204023182,5.894055742316321
16777382,1835475379,10.358311949864577
16777382,260241812,6.096690593610523
16777382,153526509,27.14880225685661
16777996,358008971,21.586840234576965
16778006,5933982419,12.52098538515129
16778006,4463061982,9.042400037987528
16778006,6939599764,54.30861493353212
16778032,4405606378,10.023154046909271
16778032,268624650,14.376694334655621
16778032,1314736599,38.36042146355808
16778047,268624650,73.04714256223737
16778047,12479114327,72.34870199819781
16778047,7035836581,85.11515613022937
16778070,6223247806,1.4526453402447634
16778072,4411559786,8.501157263480122
16778072,4411559775,6.711107822836096
16778072,268493548,62.67749492049201
16778072,4411559774,6.952877827515203
16778085,1909963755,76.71318393258069
16778085,5971258655,16.448351367456254
16778085,10583560897,26.40543409079224
16778086,5971257749,4.7314938395236625
16778086,588445246,385.70658817365035
16778086,9702178542,196.1444035662937
16778086,1909963779,190.27012962955672
20057538,2639811648,12.163607735615072
20057538,246863172,37.871966633853404
20057538,246863176,35.2269310419037
20057541,5692281662,7.69255503677556
20057541,1434839716,35.349861323656086
20057541,1434839532,16.2080723245494
20057563,2343030093,34.90031259244692
20057563,1743281464,24.352458672188778
20057563,7674138347,11.000658133788106
20057563,2343030071,117.759478361778
20057569,4605955690,20.509073454711174
20057569,12120323791,26.261718879447713
20057569,4605955676,85.56661780110261
20057573,4605955318,178.83271465912466
20057573,4605954573,184.30137778502936
20057573,8933345835,34.053809051097616
20057597,4540285583,502.4596540535393
20057597,253510271,32.18677265954496
20057597,12027923787,8.308071857808613
20057603,8164189545,6.06943595483278
20057603,12891715884,33.81687129311913
20057603,12891715887,41.77757443771896
20057607,2774921549,1.1451592455560968
20057607,11259966368,6.764685612554147
20057607,2774921546,8.05763188568547
20057617,2509129041,8.072710880973672
20057617,5485015548,20.824996096072084
20057617,11727270627,25.479437777893096
20057617,2509129036,15.787154730746177
20057629,4128196382,5.56705525389405
20057629,6092570731,22.939820214534624
20057629,5170787534,32.04330796795347
20057635,11179364763,6.018237949340768
20057635,11179364767,45.28522071021641
20057635,269215934,445.48442971505506
20057658,270057481,10.504871229518187
20057658,7208204952,3.4174657936280735
20057658,7208204878,4.005547326170419
20057658,4517026461,118.62118255820765
20057660,4517026450,5.58400020859979
20057660,4517026469,8.632733944536403
20057660,4517026431,21.142721440448845
20057663,5157831166,7.697871830310181
20057663,5157831586,7.372029712834984
20057663,5157831189,9.4195848711281
20057663,270057759,133.45518729297135
21026131,4532521043,5.531325137759724
21026140,271987734,15.344610465913737
21026140,6121168648,9.77098371260395
21026140,304377395,121.33111294065715
21026146,5695339601,14.400416266294826
21026146,5695339579,10.62919897817876
21026146,5695339604,19.517232619040094
21026146,5695339609,6.1058535003549395
25730404,6375419441,11.59799458444395
25730404,12234394450,24.128190601957844
25730404,248015799,60.28619798769063
25730404,248015770,83.36897575380226
25730407,25730409,44.01630546786634
25730407,6375419441,130.2010059660824
25730407,3262140609,31.217606861915904
25730409,3262140609,28.951604779551214
25730409,25730407,44.016305467866346
25730409,25730410,113.32483463621827
25730409,12958783080,38.38804678108907
25730410,7182509972,8.245068708043432
25730410,25730409,113.32483463621827
25730410,4570179916,60.166711348755996
25730411,4674580145,14.971402531211545
25730411,4463893406,70.73851255672196
25730411,321672844,127.84970076044904
25730413,5930218300,16.313549350340967
25730413,274307630,7.106493576177702
25730413,7182509869,7.0958251568211494
25730413,7182510255,7.8574118677075635
25730414,274306295,5.132696913403323
25730414,7182510290,6.9426578202946825
25730414,7182510379,6.872720632636201
25730414,1749784839,98.40792779555746
25730418,270387647,29.574786963394192
25730418,4546737847,61.26261245817637
25730418,270387636,55.72412528984569
26832030,1736348146,16.14025476948075
26832030,26832032,4.958244644048304
26832030,26832033,21.628889817353016
26832031,4315178600,15.89299783181901
26832031,26832032,9.772240271998552
26832031,659518121,15.665562754817161
26832032,26832030,4.958244644048304
26832032,26832031,9.772240271998552
26832032,10618506308,13.12537937420425
26832033,26946830,8.363907061886875
26832033,26832030,21.628889817353016
26832033,1064213945,18.675739197906
26832048,7031881718,6.404904716032673
26832048,11054459815,18.030208036361778
26832048,7031881719,12.201390611067877
26832052,8852723830,27.366443623178263
26832052,3312038475,30.480062413083854
26832052,268618391,47.597089190436535
26832058,4547625170,4.206653655617806
26832058,4547625286,8.702344655133004
26832058,4547625357,11.35559121459723
26832067,11506488690,14.106886709477354
26832077,286717854,17.22539703930123
26832077,246863123,50.435460881664476
26832077,1833255056,177.60419344945998
26946816,26946817,11.542709331482216
26946816,5936738197,9.867276997897918
26946816,12339341367,6.7970552290222725
26946816,5936679333,207.59403982474922
26946817,26946816,11.542709331482216
26946817,5936738185,6.954180244599915
26946817,5936738202,7.680953210903354
26946817,5936738196,27.63088270623726
26946822,26946823,9.24852118382457
26946822,5846923560,10.515826511277805
26946822,1295862807,27.16229288691447
26946823,26946822,9.24852118382457
26946823,5846923565,56.673997875980106
26946823,5846923559,10.069592094432231
26946823,5846923564,8.301014655986453
26946825,5936738206,4.408691206213872
26946825,5936738190,78.04147806555545
26946825,6011023647,178.0371869662743
26946830,26946831,16.240802524982744
26946830,1064213941,19.10082315276189
26946830,26832033,8.363907061886875
26946831,26946832,2.4976101688506542
26946831,26946830,16.240802524982744
26946831,1064393543,20.221458371711712
26946832,26946831,2.4976101688506542
26946832,1064393560,29.311506446424275
26946832,659518121,14.529411924146235
26946840,4570439093,5.297048957295449
26946840,5814183075,9.125647850344304
26946840,5814183081,20.197413514663218
26946842,5814352378,7.900386635671426
26946842,1308601572,21.215584548130757
26946842,5814352394,6.760270041944234
26946843,11112034890,6.981346879555072
26946843,12339341378,6.974033705872721
26946843,5814352394,6.2443933277062085
26948085,9964405641,63.0345946794091
26948532,268782986,36.64463580375203
26948532,268417290,37.65863550822246
26948532,4793159469,50.50206684699817
27011918,27011922,12.135589858717822
27011918,12324505704,6.776568952908272
27011918,5818278015,14.461598128269134
27011918,12313768581,14.009482214631282
27011922,27011918,12.135589858717822
27011922,5818277998,20.098624748487264
27011922,526723214,366.2300253774391
27011922,270039133,488.1069465824769
27011926,269945188,276.6740107980909
27011947,12109860014,79.05163691939255
27011947,526723171,161.07027564808314
41687307,4535780219,7.00210549624032
41687307,274313959,18.585795536312478
41687307,6474901270,473.25605461782646
41687330,303641499,56.796228153053136
41687330,11076877317,15.856842600625003
41687330,1068228903,30.11403277888492
41687330,41687332,32.246453180325226
41687332,303370797,4.245383891387872
41687332,41687330,32.246453180325226
41687332,9579218607,217.62195777713714
41687337,4546737999,16.356499360213714
41687337,270387639,25.710270465153112
41687337,11076866181,20.09897661248211
41687337,303370797,39.2094588322888
41687340,4546737999,60.59902826540369
41687340,1568364661,145.2419933230871
41687340,4546737900,58.457246686736156
41687343,1568364661,18.72441959468362
41687343,1568364670,16.044917998200134
41687343,3011686028,22.56332092645097
41687366,274669688,15.144815747007343
41687366,2509128965,168.84925364372404
41687366,3579354732,74.23929799645262
41687394,5695344831,10.020167150641347
41687394,5695344839,8.496721775545334
41687394,5695339615,7.142945459440481
41687394,5695339579,192.20454501232058
41687398,6030132691,12.182878934757857
41687398,6030132690,7.647859086563732
41687398,2462602070,135.63211665320316
41687412,5696534461,19.952426307407208
41687412,5696537041,19.94729286993874
41687412,3105611805,81.13265163466723
41687429,267473154,83.01735856408075
41687429,6123277057,14.655420303840579
41687429,6123277053,14.660836773724244
41688171,305659906,79.706375871292
41688171,6123686297,13.515466513735845
41688171,6123686292,13.636290879810723
41688176,6123686273,103.11774697934975
41688176,6123686297,13.263523730208046
41688176,6123686292,13.417543159366492
41688209,7234159584,5.227723286863478
41688209,7234159614,3.8547983143417692
41688209,41688214,69.76457297923356
41688209,7315102387,55.41924593356912
41688214,7234159446,7.017094474307779
41688214,305653345,268.9265002731373
41688214,41688209,69.76457297923356
41688249,6123686278,4.922932126677277
41688249,4515072200,133.32719696349463
41688249,305653345,22.881305936659302
41688349,2117467,230.22230706366204
41688349,12964140679,103.21979790338078
41688349,332587438,248.64022104884893
41688573,387828545,36.268126229013745
41688573,4549200766,71.48184664318075
41688573,1719806700,123.5366436455765
41688587,271205415,283.97045471800266
41688587,387828545,68.6938498851084
41688587,4605572002,94.805496854121
41688642,41688644,9.807663991271703
41688642,4605571921,118.94087362280791
41688642,2218259176,91.55686372655053
41688644,41688642,9.807663991271703
41688644,4535596888,126.62317630619836
41688644,4599744356,84.59562217852027
41688644,2139499912,118.45399168357193
41688664,270790414,161.77405249365495
41688664,1835092039,122.18933224471611
41688664,2139499910,31.895338806392054
41688664,1719806590,146.8608561732329
41688690,7296482879,4.31174233922225
41688690,7296482873,3.2470349303993973
41688690,270790296,167.99121465760908
41688690,270790414,57.843253306310395
41688746,4513970198,3.4872748752392377
41688746,3327210010,55.77058145501695
41688746,4599744138,158.6959779241501
41688766,4513970198,102.57313653570532
41688766,4513968568,44.852452986531034
41688766,41688812,327.9843543215771
41688812,41688766,327.98435432157703
41688812,4513968568,525.7946332708806
41688812,7294851602,52.47102871750472
41881814,267965602,29.158339951331246
41881814,267969356,36.680385952685846
41881814,4587738508,8.635296360844611
41881814,4587738507,10.730399316742655
41881819,1719806759,27.040987114847237
41881819,1719806569,26.896998898836195
41881819,9293598483,66.59898431827524
41881827,4513957630,72.36211701327717
41881837,2119750,18.066103195093334
41881837,299345995,53.794182037782576
41881837,4547834418,30.029703898581083
41881867,10892146034,4.833955211821784
41881867,861482261,16.563253482737757
41881867,861482280,15.950524392653477
41881884,861482247,26.67898613790359
41881884,3478667405,53.9508579627357
41881884,861482243,22.466795992933626
41881911,5998826015,9.663556073467161
41881911,5998826017,9.576796130246544
41881911,5998826016,9.983895824637326
41881911,9664090233,28.930067809701747
41881915,5725638662,186.4165263235514
41881915,5726808901,12.255024629794912
41881915,5726809845,40.71616778657343
82591712,7222974080,23.4326129991466
82591714,7222974080,136.37024796441014
82591717,266942859,75.45764773745802
82591717,7227925334,107.06819920911855
82591717,8208721499,16.723193757740052
82591822,4931993933,310.1002431802037
82591822,4613923958,284.71201582630306
82591822,267339211,412.836589021264
82591835,4408591555,3.535163049764138
82591835,4408590445,39.097814019611775
82591835,5704189839,77.17476800932923
82591837,4408590467,89.60326691540777
82591837,7185221635,80.53858169364558
82591837,268444150,124.87475018932344
82592078,4606480113,14.111697450902353
82592078,4606479686,2.8218028679569507
82592078,4606480055,129.89415619809074
82592081,7292973874,282.77071481358496
82592081,4608420989,185.0538910923131
82592081,4606480113,295.6082908117285
82592084,298537667,12.48277701138
82592084,7292973874,32.303004820170216
82592084,4931993924,375.6458248714733
86014381,5547928041,10.698285585515253
86014381,5547928040,9.796469144071038
86014381,5547928042,8.742696278034066
86014381,4411559789,85.15260477387166
86571091,7187505389,2.62441807413384
86571117,253510206,15.915908976637024
86571117,4532491014,61.80669524363171
86571117,7196165483,51.11998318872524
86571130,7176918394,4.985503796035137
86571130,4632102483,246.56360324002745
86571130,6408399778,61.47518929438984
86571145,4463063691,9.53080522486061
91473237,4463061984,4.62383684804665
91473237,7291674583,24.06489334213173
91473237,9970745124,21.793643787128023
91485464,4577342867,12.043713698108157
91485464,945887016,55.09850846382726
91485464,945887095,10.013876853120747
92899848,270362585,96.69313934255226
92899848,92899858,49.10029465229344
92899848,3858549664,94.90323987546266
92899858,3679370540,187.31518092369637
92899858,3858549771,75.66019837796938
92899858,92899848,49.10029465229344
92899912,3679370540,3.0362136853047805
92899912,4594505942,187.19255600745743
92899912,3679370536,37.68750129817513
92899978,4594602423,2.1705089960081643
92899978,267468011,10.193265902557094
92899978,12964220916,110.34700977809963
92900026,4594602423,462.5976343734915
92900026,269543763,84.87043560884648
92900026,270975045,40.43611064235951
98146056,268226537,38.47239747896997
98146056,268227523,9.335388754586807
98146056,3899877529,24.07363140957053
104180740,4406614436,58.796796060684215
104180740,3106629669,24.721312337882964
104180740,4406614296,15.177045152842144
104185929,330651873,12.795575263464315
104185929,7184393236,12.410513905495618
104185929,1333233420,44.33709240266414
104185929,269301212,30.848772954009345
104221652,269301343,131.62376038843993
104221652,1333233415,50.699786893999544
104221652,12680344683,4.334714856130424
104221654,12680344682,3.4942299550995584
104221654,1305677905,5.0966134716081175
104221654,4747540539,64.54391473808255
104221654,7231494247,9.443481565484184
104221654,5267730179,63.906698204383865
104226768,4406614382,15.184275267419046
104226768,2553849598,12.984004238563081
104226768,2553849596,7.316799342706152
104228468,4559051961,3.1769680768059976
104228468,6674343086,25.68539693068596
104228468,660144483,23.30754269259177
104228469,6674343086,23.96630109237181
104228469,4656766217,64.8372813613404
104228469,6674343099,21.80838932303712
104228470,4656766217,40.64142516313544
104228470,6674343096,36.0273365401917
104228470,6674343104,34.35806459262362
104231565,4539880013,16.548320678367617
104231565,294091281,156.12938813978394
104231565,4539879963,25.717503238791853
104233185,12741657072,9.07748172760129
104233185,330632456,9.809020275738122
104233185,270981007,84.11170982638343
104233185,7184393164,5.4590153214010995
104236212,6674343100,33.826719106692856
104236212,6674343087,25.830132858981997
104236212,4406614395,94.19283979536101
104239628,6674343099,8.120821242702625
104239628,6674726217,36.18044516388315
104239628,660144483,24.135618286913882
104241710,2509128965,15.604137141982616
104241710,104244227,86.34858169973289
104241710,2509128959,14.059445072386145
104243009,2445814488,29.929711798211333
104243009,2445814489,6.443805082786392
104243009,321373538,19.615358312049267
104244227,7193014609,4.087473125993096
104244227,2509128989,4.506610172173369
104244227,4633311762,63.98933296754036
104244227,104241710,86.3485816997329
153508850,3106630275,5.267388333699925
153508850,4659540994,77.30122261975387
153508850,4659539938,6.368281265943147
153508850,7184428386,2.8079836922332317
153508858,4595337191,5.55636323254175
153508858,4595336787,6.273834617852865
153508858,153508862,97.90851893340388
153508862,7184393132,5.44989009660255
153508862,7184393130,5.4490382965342095
153508862,153508863,44.92343650296808
153508862,153508858,97.90851893340388
153508863,4406614395,18.458222334742942
153508863,4406613882,100.89170256868815
153508863,153508862,44.92343650296808
153515172,3923525750,9.1823895958379
153515172,3923525746,7.91046183255817
153515172,3923525727,8.363950500910374
153515172,3923525749,204.53650625834206
153516428,274288395,14.443827312570436
153516428,4555590641,34.59989474587645
153516428,4555591197,43.03811575490025
153518242,4637818489,44.8415346053898
153518242,5926236385,9.399865478813801
153518242,12376933639,106.45987295721467
153519671,3106630378,7.880877569365961
153519671,3106629718,80.84051193945264
153519671,3106629974,6.5873317972632774
153519671,11019908482,7.834134100882578
153519672,165065024,19.90964791254501
153519672,11075378412,4.880923390992801
153519672,7183961510,4.297612200234874
153519672,11181760520,26.936272066217967
153519675,3923525737,42.39449850978666
153519675,7184021704,7.648701208966532
153519675,3923525727,104.37898439511359
153520142,274669248,12.286037850490322
153520142,7184428329,9.501260262211732
153520142,2509128901,46.00778863284495
153520144,3923551569,25.303529937455508
153520144,3923551573,24.482894243039283
153520144,7184428329,136.4299618959992
153524808,6674343087,6.125478535745727
153524808,6674343096,6.188196634267348
153524808,274244302,47.451534989124454
153524808,275179632,18.149868404194827
153526509,4559051729,17.58282854452068
153526509,16777382,27.14880225685661
153526509,260241815,16.55898240067373
153530358,5363196631,66.81035746093266
153530358,4546737708,5.994731706194447
153530358,274289515,16.822849428916914
153530358,12488568884,28.83595065469608
153530362,4546737708,73.75856114247532
153530362,7184021418,17.791809481894088
153530362,348256528,23.993607560454056
153530364,4555590591,4.199438363530003
153530364,6247341477,31.410016253297588
153530364,7184021418,45.702321387286204
153530371,3923551591,7.848866041739849
153530371,3923551592,7.836474080764596
153530371,348251893,26.305753533200047
153530377,4555591203,5.078501557369463
153530377,153530378,98.34729020065221
153530377,7184021430,4.303616803337892
153530377,7184021763,11.73219323387044
153530378,7184021440,1.7130818789592919
153530378,7184009975,3.5812970495333256
153530378,153530377,98.34729020065221
153530378,12913162042,2.5094420108159468
153530380,12913162043,34.240890677295475
153530380,3103415353,91.00984729697555
153530380,3923525754,46.38425496704254
153530384,3106629903,12.933479054306797
153530384,3106629423,6.730902309311823
153530384,3106629977,129.47212204606984
153536561,601742359,98.88698181147161
153536561,165069002,18.942172541805995
